,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,gridId
275762,I162054166,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,435,,2016-07-07 19:00:00,2016,7,Thursday,19,Part One,MILTON AVE,42.28576135,-71.07801426,"(42.28576135, -71.07801426)",2843.0
275763,I162054165,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,D14,816,,2016-07-07 22:21:00,2016,7,Thursday,22,Part One,HOOKER ST,42.35867769,-71.1275995,"(42.35867769, -71.12759950)",6524.0
275765,I162054163,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,794,,2016-07-07 13:00:00,2016,7,Thursday,13,Part One,PARK VALE AVE,42.35182446,-71.13313369,"(42.35182446, -71.13313369)",6222.0
275775,I162054152,541,Commercial Burglary,BURGLARY - COMMERICAL - ATTEMPT,B2,179,,2016-07-07 20:57:00,2016,7,Thursday,20,Part One,GERARD ST,42.33062755,-71.07210653,"(42.33062755, -71.07210653)",5145.0
275783,I162054142,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,948,,2016-07-07 19:43:00,2016,7,Thursday,19,Part One,AMORY ST,42.31915678,-71.10067583,"(42.31915678, -71.10067583)",4534.0
275843,I162054086,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,146,,2016-07-07 12:00:00,2016,7,Thursday,12,Part One,SAINT BOTOLPH ST,42.34561901,-71.07990847,"(42.34561901, -71.07990847)",5942.0
276030,I162053887,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,761,,2016-07-06 22:39:00,2016,7,Wednesday,22,Part One,MALBERT RD,42.34966931,-71.15878178,"(42.34966931, -71.15878178)",6113.0
276071,I162053843,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,359,,2016-07-06 19:29:00,2016,7,Wednesday,19,Part One,WELLESLEY PARK,42.29603616,-71.06602323,"(42.29603616, -71.06602323)",3447.0
276123,I162053793,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,265,,2016-07-02 16:00:00,2016,7,Saturday,16,Part One,PERRIN ST,42.3218854,-71.07906279,"(42.32188540, -71.07906279)",4742.0
276203,I162053712,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,D4,285,,2016-07-06 11:21:00,2016,7,Wednesday,11,Part One,GREENWICH ST,42.33551719,-71.08347976,"(42.33551719, -71.08347976)",5340.0
276289,I162053619,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,E18,503,,2016-07-06 03:10:00,2016,7,Wednesday,3,Part One,AMERICAN LEGION HWY,42.28671034,-71.10822888,"(42.28671034, -71.10822888)",2931.0
276299,I162053609,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C11,336,,2016-07-06 04:03:00,2016,7,Wednesday,4,Part One,BOWDOIN ST,42.30536545,-71.06812632,"(42.30536545, -71.06812632)",3846.0
276310,I162053596,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,756,,2016-07-06 01:35:00,2016,7,Wednesday,1,Part One,CHAMPNEY ST,42.3524123,-71.16878833,"(42.35241230, -71.16878833)",6209.0
276356,I162053550,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,572,,2016-07-05 21:15:00,2016,7,Tuesday,21,Part One,WASHINGTON ST,42.31408519,-71.09998685,"(42.31408519, -71.09998685)",4334.0
276375,I162053533,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,355,,2016-07-05 19:47:00,2016,7,Tuesday,19,Part One,ADAMS ST,42.29903803,-71.05780292,"(42.29903803, -71.05780292)",3550.0
276396,I162053512,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E5,685,,2016-07-05 19:12:00,2016,7,Tuesday,19,Part One,WASHINGTON ST,42.27709124,-71.1384121,"(42.27709124, -71.13841210)",2420.0
276432,I162053469,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,786,,2016-07-05 17:26:00,2016,7,Tuesday,17,Part One,EGREMONT RD,42.34115127,-71.14343417,"(42.34115127, -71.14343417)",5618.0
276486,I162053414,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,273,,2016-07-04 12:00:00,2016,7,Monday,12,Part One,SHAWMUT AVE,42.33701214,-71.07853797,"(42.33701214, -71.07853797)",5442.0
276504,I162053398,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,582,,2016-07-01 20:00:00,2016,7,Friday,20,Part One,DAY ST,42.32401179,-71.10892106,"(42.32401179, -71.10892106)",4831.0
276536,I162053365,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,E18,489,,2016-07-05 12:52:00,2016,7,Tuesday,12,Part One,OAKWOOD ST,42.26880785,-71.11042949,"(42.26880785, -71.11042949)",2030.0
276555,I162053343,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,579,,2016-07-05 03:00:00,2016,7,Tuesday,3,Part One,MOZART ST,42.32148660000001,-71.10473096,"(42.32148660, -71.10473096)",4633.0
276569,I162053329,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,778,,2016-07-04 18:00:00,2016,7,Monday,18,Part One,SPARHAWK ST,42.3505382,-71.14846033,"(42.35053820, -71.14846033)",6116.0
276598,I162053296,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,335,,2016-07-05 00:00:00,2016,7,Tuesday,0,Part One,CLARKSON ST,42.30829668,-71.06747771,"(42.30829668, -71.06747771)",4046.0
276613,I162053280,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A7,3,,2016-07-05 08:51:00,2016,7,Tuesday,8,Part One,SARATOGA ST,42.38423979,-71.00003921,"(42.38423979, -71.00003921)",7871.0
276648,I162053238,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,459,,2016-07-05 03:18:00,2016,7,Tuesday,3,Part One,SEAVER ST,42.30302875,-71.0807146,"(42.30302875, -71.08071460)",3742.0
276662,I162053224,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,796,,2016-07-04 20:00:00,2016,7,Monday,20,Part One,LINDEN ST,42.35179211,-71.13023989,"(42.35179211, -71.13023989)",6223.0
276727,I162053153,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,569,,2016-07-04 22:01:00,2016,7,Monday,22,Part One,ROSSMORE RD,42.30347577,-71.10531548,"(42.30347577, -71.10531548)",3732.0
276749,I162053125,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,577,,2016-07-03 20:30:00,2016,7,Sunday,20,Part One,ARCADIA ST,42.31617241,-71.1004835,"(42.31617241, -71.10048350)",4434.0
276770,I162053106,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,469,,2016-07-04 17:59:00,2016,7,Monday,17,Part One,WALK HILL ST,42.27791465,-71.09452937,"(42.27791465, -71.09452937)",2536.0
276921,I162052946,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,301,,2016-07-03 11:30:00,2016,7,Sunday,11,Part One,BEECH GLEN ST,42.3246387,-71.09531354,"(42.32463870, -71.09531354)",4836.0
276951,I162052914,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A1,100,,2016-07-04 00:18:00,2016,7,Monday,0,Part One,WASHINGTON ST,42.35420018,-71.06185184,"(42.35420018, -71.06185184)",6349.0
276959,I162052905,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,361,,2016-07-01 17:30:00,2016,7,Friday,17,Part One,NIXON ST,42.29381251,-71.0650485,"(42.29381251, -71.06504850)",3347.0
277039,I162052819,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,442,,2016-07-03 16:30:00,2016,7,Sunday,16,Part One,TALBOT AVE,42.29268711,-71.08038427,"(42.29268711, -71.08038427)",3242.0
277058,I162052795,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,346,,2016-07-03 15:17:00,2016,7,Sunday,15,Part One,ADAMS ST,42.30569111,-71.06164783,"(42.30569111, -71.06164783)",3849.0
277060,I162052791,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,637,,2016-07-01 18:00:00,2016,7,Friday,18,Part One,BOYLSTON ST,42.31858074,-71.1098989,"(42.31858074, -71.10989890)",4531.0
277189,I162052636,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,441,,2016-07-02 21:23:00,2016,7,Saturday,21,Part One,WALES ST,42.2947672,-71.08380506,"(42.29476720, -71.08380506)",3340.0
277311,I162052518,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,786,,2016-07-02 14:25:23,2016,7,Saturday,14,Part One,CUMMINGS RD,42.34041044,-71.14372963,"(42.34041044, -71.14372963)",5618.0
277414,I162052406,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,792,,2016-07-02 02:17:00,2016,7,Saturday,2,Part One,ALLSTON ST,42.34546292,-71.13947483,"(42.34546292, -71.13947483)",5820.0
277514,I162052288,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,257,,2016-07-01 17:08:00,2016,7,Friday,17,Part One,CUSHING AVE,42.31441605,-71.06448504,"(42.31441605, -71.06448504)",4348.0
277579,I162052208,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,799,,2016-06-30 21:00:00,2016,6,Thursday,21,Part One,WADSWORTH ST,42.35502953,-71.12589424,"(42.35502953, -71.12589424)",6325.0
277598,I162052190,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C6,186,,2016-07-01 11:18:00,2016,7,Friday,11,Part One,BELLFLOWER ST,42.32445145,-71.05810679999999,"(42.32445145, -71.05810680)",4850.0
277643,I162052139,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,778,,2016-06-30 22:00:00,2016,6,Thursday,22,Part One,ELKO ST,42.35006683,-71.14939767,"(42.35006683, -71.14939767)",6116.0
277679,I162052101,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,441,,2016-06-30 22:00:00,2016,6,Thursday,22,Part One,WALES ST,42.2947672,-71.08380506,"(42.29476720, -71.08380506)",3340.0
277689,I162052085,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,619,,2016-06-30 22:30:00,2016,6,Thursday,22,Part One,WESTLAND AVE,42.34376458,-71.08866865,"(42.34376458, -71.08866865)",5839.0
277715,I162052056,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,345,,2016-06-30 20:36:00,2016,6,Thursday,20,Part One,DRAPER ST,42.30358612,-71.06437082,"(42.30358612, -71.06437082)",3748.0
277783,I162051984,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,332,,2016-06-30 12:03:00,2016,6,Thursday,12,Part One,PAYSON AVE,42.31396145,-71.06685455,"(42.31396145, -71.06685455)",4347.0
277809,I162051956,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,782,,2016-06-28 12:00:00,2016,6,Tuesday,12,Part One,DUSTIN ST,42.35355588,-71.14493791,"(42.35355588, -71.14493791)",6318.0
277933,I162051830,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,D4,624,,2016-06-30 04:56:00,2016,6,Thursday,4,Part One,BOYLSTON ST,42.34489594,-71.09659186,"(42.34489594, -71.09659186)",5836.0
277997,I162051762,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,329,,2016-06-29 21:14:00,2016,6,Wednesday,21,Part One,STANWOOD ST,42.30762176,-71.07752554,"(42.30762176, -71.07752554)",3943.0
277999,I162051759,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,E18,545,,2016-06-29 12:30:00,2016,6,Wednesday,12,Part One,BRAEBURN RD,42.26011799,-71.12783225,"(42.26011799, -71.12783225)",1624.0
278012,I162051745,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,267,,2016-06-29 15:26:00,2016,6,Wednesday,15,Part One,FOREST ST,42.32681883,-71.07779112,"(42.32681883, -71.07779112)",4943.0
278034,I162051724,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,608,,2016-06-29 07:15:00,2016,6,Wednesday,7,Part One,JAMAICAWAY,42.32662599,-71.11278713,"(42.32662599, -71.11278713)",4930.0
278088,I162051661,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E5,718,,2016-06-29 15:50:00,2016,6,Wednesday,15,Part One,BIRCHLAND AVE,42.27377262,-71.163189,"(42.27377262, -71.16318900)",2211.0
278136,I162051607,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,155,,2016-06-29 08:30:00,2016,6,Wednesday,8,Part One,MASSACHUSETTS AVE,42.33998273,-71.080974,"(42.33998273, -71.08097400)",5641.0
278145,I162051598,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A1,115,,2016-06-29 19:30:00,2016,6,Wednesday,19,Part One,BEACH ST,42.35081057,-71.05809136,"(42.35081057, -71.05809136)",6150.0
278146,I162051598,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A1,115,,2016-06-29 19:30:00,2016,6,Wednesday,19,Part One,BEACH ST,42.35081057,-71.05809136,"(42.35081057, -71.05809136)",6150.0
278164,I162051579,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,793,,2016-06-29 11:19:00,2016,6,Wednesday,11,Part One,ROYCE RD,42.34914832,-71.131573,"(42.34914832, -71.13157300)",6023.0
278252,I162051484,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,A1,312,,2016-06-29 02:11:00,2016,6,Wednesday,2,Part One,TOWNSEND ST,42.31788176,-71.08911975,"(42.31788176, -71.08911975)",4538.0
278362,I162051366,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,B3,418,,2016-06-28 15:52:00,2016,6,Tuesday,15,Part One,MORTON ST,42.280612299999994,-71.08350146,"(42.28061230, -71.08350146)",2640.0
278401,I162051319,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,387,,2016-06-28 14:17:00,2016,6,Tuesday,14,Part One,BRANCHFIELD ST,42.27176662,-71.06382369,"(42.27176662, -71.06382369)",2148.0
278461,I162051253,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,532,,2016-06-28 10:09:00,2016,6,Tuesday,10,Part One,EDSON TER,42.24261098,-71.13818408,"(42.24261098, -71.13818408)",720.0
278470,I162051244,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,B3,427,,2016-06-28 09:25:00,2016,6,Tuesday,9,Part One,BLUE HILL AVE,42.2777688,-71.09334841,"(42.27776880, -71.09334841)",2437.0
278502,I162051208,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,E5,723,,2016-06-27 23:30:00,2016,6,Monday,23,Part One,VFW PKWY,42.26623736,-71.16843346,"(42.26623736, -71.16843346)",1909.0
278538,I162051167,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,323,,2016-06-27 21:28:00,2016,6,Monday,21,Part One,QUINCY ST,42.31528744,-71.08015967,"(42.31528744, -71.08015967)",4342.0
278583,I162051123,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,485,,2016-06-27 15:00:00,2016,6,Monday,15,Part One,THORN ST,42.26388758,-71.10362718,"(42.26388758, -71.10362718)",1833.0
278616,I162051088,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,320,,2016-06-27 17:25:00,2016,6,Monday,17,Part One,GEORGIA ST,42.31039012,-71.08530209999999,"(42.31039012, -71.08530210)",4140.0
278772,I162050927,560,Other Burglary,BURGLARY - OTHER - FORCE,B3,471,,2016-06-27 02:36:00,2016,6,Monday,2,Part One,ALABAMA ST,42.27639356,-71.10175026,"(42.27639356, -71.10175026)",2434.0
278791,I162050903,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,571,,2016-06-24 12:00:00,2016,6,Friday,12,Part One,FOREST HILLS ST,42.31078949,-71.10224589,"(42.31078949, -71.10224589)",4134.0
278798,I162050894,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,303,,2016-06-26 20:45:00,2016,6,Sunday,20,Part One,ERNST ST,42.31832089,-71.09934809999999,"(42.31832089, -71.09934810)",4535.0
278800,I162050891,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A1,115,,2016-06-26 22:15:00,2016,6,Sunday,22,Part One,BEACH ST,42.35072973,-71.05776441,"(42.35072973, -71.05776441)",6150.0
278804,I162050888,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,367,,2016-06-26 22:13:00,2016,6,Sunday,22,Part One,ROSEMONT ST,42.29294256,-71.05512411,"(42.29294256, -71.05512411)",3251.0
278843,I162050845,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,335,,2016-06-26 14:00:00,2016,6,Sunday,14,Part One,CLARKSON ST,42.30829668,-71.06747771,"(42.30829668, -71.06747771)",4046.0
278920,I162050768,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E5,700,,2016-06-25 12:00:00,2016,6,Saturday,12,Part One,ROBIN ST,42.27696555,-71.14573819,"(42.27696555, -71.14573819)",2417.0
278961,I162050718,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,E13,578,,2016-06-25 23:00:00,2016,6,Saturday,23,Part One,CENTRE ST,42.32254314,-71.10669432,"(42.32254314, -71.10669432)",4732.0
278976,I162050701,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,567,,2016-06-26 03:30:00,2016,6,Sunday,3,Part One,GLADE AVE,42.30787031,-71.10065543,"(42.30787031, -71.10065543)",4034.0
279097,I162050572,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,C11,246,,2016-06-25 00:49:00,2016,6,Saturday,0,Part One,BELFORT ST,42.31497598,-71.05423748,"(42.31497598, -71.05423748)",4351.0
279118,I162050550,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,332,,2016-06-25 16:12:00,2016,6,Saturday,16,Part One,HANCOCK ST,42.31465584,-71.06581008,"(42.31465584, -71.06581008)",4347.0
279125,I162050543,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,823,,2016-06-25 14:14:00,2016,6,Saturday,14,Part One,DOWNER AVE,42.31224827,-71.06239929,"(42.31224827, -71.06239929)",4248.0
279130,I162050538,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E18,536,,2016-06-24 00:01:00,2016,6,Friday,0,Part One,DIETZ RD,42.25059476,-71.14318490000001,"(42.25059476, -71.14318490)",1118.0
279139,I162050526,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,603,,2016-06-25 12:46:00,2016,6,Saturday,12,Part One,SAINT ALPHONSUS ST,42.33231227,-71.10166877,"(42.33231227, -71.10166877)",5234.0
279142,I162050523,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,259,,2016-06-25 13:32:00,2016,6,Saturday,13,Part One,ALEXANDER ST,42.31694244,-71.06991213,"(42.31694244, -71.06991213)",4446.0
279143,I162050523,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,259,,2016-06-25 13:32:00,2016,6,Saturday,13,Part One,ALEXANDER ST,42.31694244,-71.06991213,"(42.31694244, -71.06991213)",4446.0
279146,I162050520,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,330,,2016-06-25 11:50:00,2016,6,Saturday,11,Part One,CASTLEGATE RD,42.30700371,-71.08313157,"(42.30700371, -71.08313157)",3941.0
279224,I162050431,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,136,,2016-06-25 03:02:00,2016,6,Saturday,3,Part One,EXETER ST,42.35167476,-71.08056763,"(42.35167476, -71.08056763)",6242.0
279248,I162050407,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,576,,2016-06-24 21:00:00,2016,6,Friday,21,Part One,BISMARCK ST,42.31510215,-71.10258821,"(42.31510215, -71.10258821)",4333.0
279268,I162050385,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E18,495,,2016-06-24 20:00:00,2016,6,Friday,20,Part One,WESTMINSTER ST,42.26400264,-71.11927878,"(42.26400264, -71.11927878)",1827.0
279300,I162050348,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,456,,2016-06-24 07:00:00,2016,6,Friday,7,Part One,ELLINGTON ST,42.30154555,-71.08118184,"(42.30154555, -71.08118184)",3641.0
279451,I162050196,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C6,236,,2016-06-23 09:00:00,2016,6,Thursday,9,Part One,ROSECLAIR ST,42.32082017,-71.06010572,"(42.32082017, -71.06010572)",4649.0
279518,I162050125,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,791,,2016-06-24 04:35:00,2016,6,Friday,4,Part One,SUMMIT AVE,42.34437626,-71.13864815,"(42.34437626, -71.13864815)",5820.0
279611,I162050014,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,260,,2016-06-23 19:55:58,2016,6,Thursday,19,Part One,WOODFORD ST,42.31836105,-71.07106326,"(42.31836105, -71.07106326)",4545.0
279643,I162049989,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,E13,510,,2016-06-23 18:31:00,2016,6,Thursday,18,Part One,O'LEARY WAY,42.30054363,-71.10902698,"(42.30054363, -71.10902698)",3631.0
279655,I162049976,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,499,,2016-06-18 21:20:00,2016,6,Saturday,21,Part One,HYDE PARK AVE,42.27775018,-71.11938931,"(42.27775018, -71.11938931)",2427.0
279656,I162049976,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E18,499,,2016-06-18 21:20:00,2016,6,Saturday,21,Part One,HYDE PARK AVE,42.27775018,-71.11938931,"(42.27775018, -71.11938931)",2427.0
279722,I162049903,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,521,,2016-06-23 14:07:00,2016,6,Thursday,14,Part One,HYDE PARK AVE,42.25419653,-71.12432886,"(42.25419653, -71.12432886)",1325.0
279728,I162049898,560,Other Burglary,BURGLARY - OTHER - FORCE,E18,519,,2016-06-23 14:41:00,2016,6,Thursday,14,Part One,RIVER ST,42.25719149,-71.12001776,"(42.25719149, -71.12001776)",1427.0
279843,I162049787,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C11,255,,2016-06-23 04:28:00,2016,6,Thursday,4,Part One,SAVIN HILL AVE,42.31281398,-71.05849562,"(42.31281398, -71.05849562)",4250.0
279858,I162049767,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,800,,2016-06-23 00:16:00,2016,6,Thursday,0,Part One,ASHFORD ST,42.35431862,-71.12901674,"(42.35431862, -71.12901674)",6324.0
279873,I162049742,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,427,,2016-06-22 22:41:00,2016,6,Wednesday,22,Part One,WILMORE ST,42.27796370000001,-71.09246318,"(42.27796370, -71.09246318)",2537.0
279879,I162049736,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,651,,2016-06-22 20:00:00,2016,6,Wednesday,20,Part One,SOUTH ST,42.30270805,-71.11449114,"(42.30270805, -71.11449114)",3729.0
279883,I162049731,562,Other Burglary,BURGLARY - OTHER - NO FORCE,B3,468,,2016-06-22 20:51:00,2016,6,Wednesday,20,Part One,WELLINGTON HILL ST,42.28039667,-71.09473186,"(42.28039667, -71.09473186)",2636.0
279886,I162049727,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,509,,2016-06-22 19:00:00,2016,6,Wednesday,19,Part One,TOWER ST,42.29906325,-71.11183411,"(42.29906325, -71.11183411)",3530.0
279971,I162049631,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A15,38,,2016-06-22 17:13:00,2016,6,Wednesday,17,Part One,EIGHTH ST,42.37474921,-71.05270605,"(42.37474921, -71.05270605)",7352.0
280019,I162049582,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,465,,2016-06-22 15:10:00,2016,6,Wednesday,15,Part One,BAIRD ST,42.28574986,-71.09215334,"(42.28574986, -71.09215334)",2837.0
280034,I162049566,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,938,,2016-06-15 12:00:00,2016,6,Wednesday,12,Part One,FIDELIS WAY,42.34531664,-71.14298078,"(42.34531664, -71.14298078)",5818.0
280037,I162049564,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,938,,2016-03-01 00:00:00,2016,3,Tuesday,0,Part One,FIDELIS WAY,42.34531664,-71.14298078,"(42.34531664, -71.14298078)",5818.0
